"Team","Pos","Prev","Change","GP","W","L","D","Pts","GF","GA","GD","UCL_pct","Prem_Title_pct","Relegated_pct"
"Manchester City",1,1,0,35,27,4,4,85,92,31,61,100,97.6,0
"Arsenal",2,2,0,36,25,5,6,81,83,42,41,100,2.4,0
"Newcastle Utd",3,3,0,35,18,5,12,66,63,31,32,89.7,0,0
"Manchester Utd",4,4,0,35,20,9,6,66,51,41,10,86.5,0,0
"Liverpool",5,5,0,35,18,9,8,62,67,42,25,20.5,0,0
"Brighton",6,7,1,34,17,10,7,58,66,45,21,3.3,0,0
"Tottenham",7,6,-1,36,17,13,6,57,65,59,6,0,0,0
"Aston Villa",8,8,0,36,17,13,6,57,48,44,4,0,0,0
"Brentford",9,9,0,36,13,9,14,53,54,45,9,0,0,0
"Fulham",10,10,0,36,15,15,6,51,52,49,3,0,0,0
"Chelsea",11,11,0,35,11,14,10,43,36,41,-5,0,0,0
"Crystal Palace",12,12,0,36,11,15,10,43,37,46,-9,0,0,0
"Wolves",13,13,0,36,11,18,7,40,30,52,-22,0,0,0
"Bournemouth",14,14,0,36,11,19,6,39,37,69,-32,0,0,0
"West Ham",15,15,0,36,10,19,7,37,38,52,-14,0,0,0.3
"Nott'ham Forest",16,16,0,36,8,18,10,34,36,67,-31,0,0,26.2
"Everton",17,17,0,36,7,18,11,32,32,56,-24,0,0,44.5
"Leeds United",18,19,1,36,7,19,10,31,46,71,-25,0,0,71.5
"Leicester City",19,18,-1,35,8,21,6,30,49,64,-15,0,0,57.5
"Southampton",20,20,0,36,6,24,6,24,31,66,-35,0,0,100
